"排名","代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","上市年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
"181","2881B","富邦金乙特","市","06/02","62","0","0","","","66.67","413","","4.1","","","","","","","金控業","",""
"182",="2441","超豐","市","06/02","72.3","+0.1","+0.14","10","56.9","56.88","411","39.2","21.6","有","","有","","","","半導體業","謝永達","甯鑑超"
"183",="2498","宏達電","市","06/02","49.25","-0.3","-0.61","10","82.5","82.5","406","25.1","20.2","有","有","有","","","","通信網路業","王雪紅","王雪紅"
"184",="2845","遠東銀","市","06/02","11.55","+0.05","+0.43","10","351","351.4","406","30.4","23.5","","","有","","","","銀行業","侯金英","周添財"
"185",="2809","京城銀","市","06/02","35.8","-0.1","-0.28","10","112","112.1","401","70.9","38.9","","","","","","","銀行業","戴誠志","姜宏亮"
"186","00722B","群益15年IG電信債","櫃","06/02","40.02","+0.06","+0.15","","","99.97","400","","4.5","","","","","","","N/A","",""
"187","00723B","群益15年IG科技債","櫃","06/02","34.96","-0.02","-0.06","","","113.6","397","","4.5","","","","","","","N/A","",""
"188",="1477","聚陽","市","06/02","164","+1","+0.61","10","24.2","24.19","397","32.4","19.4","有","","有","","","","紡織纖維","周理平","周理平"
"189",="6213","聯茂","市","06/02","103.5","0","0","10","38.3","38.3","396","25.2","19.4","有","","有","有","","","電子零組件業","陳進財","蔡馨(日彗)"
"190",="3374","精材","櫃","06/02","146","-2","-1.35","10","27.1","27.14","396","23.7","7.2","有","","有","","","","半導體業","陳家湘","陳家湘"
"191",="3017","奇鋐","市","06/02","112","-0.5","-0.44","10","35.3","35.33","396","30.5","19.7","","","有","","","","電腦及週邊設備業","沈慶行","沈慶行"
"192",="6116","彩晶","市","06/02","12.9","-0.05","-0.39","10","303","302.7","391","24","20.8","有","","有","","","","光電業","焦佑麒","焦佑麒"
"193",="2607","榮運","市","06/02","36.15","-0.1","-0.28","10","107","106.7","386","48.7","31.5","","","有","","","","航運業","陳義忠","林晁榮"
"194",="3592","瑞鼎","市","06/02","504","-1","-0.2","10","7.59","7.59","382","18.6","0.4","","","","","","","半導體業","黃裕國","黃裕國"
"195","00726B","國泰5Y+新興債","櫃","06/02","33.65","+0.25","+0.75","","","113.6","382","","4.3","","","","","","","N/A","",""
"196",="2023","燁輝","市","06/02","20.2","-0.3","-1.46","10","189","189.1","382","44.1","26.9","","","有","","","","鋼鐵工業","林義守","張振武"
"197","2881A","富邦特","市","06/02","63","0","0","","","60","378","","6","","","","","","","金控業","",""
"198","00777B","凱基AAA至A公司債","櫃","06/02","36.98","+0.2","+0.54","","","100.2","370","","3.3","","","","","","","N/A","",""
"199",="4961","天鈺","市","06/02","196","-3","-1.51","10","18.7","18.65","366","26.9","3.6","","","有","","","","半導體業","林永杰","邱淑慧"
"200",="8150","南茂","市","06/02","49.75","+0.15","+0.3","10","72.7","72.72","362","24.9","8.2","有","","有","","","","半導體業","鄭世杰","鄭世杰"
"201",="8415","大國鋼","櫃","06/02","35.05","-0.05","-0.14","10","103","103.2","362","14.9","5.7","","","有","","","","鋼鐵工業","謝麗雲","謝榮坤"
"202","00778B","凱基金融債20+","櫃","06/02","37.25","-0.05","-0.13","","","96.22","358","","3.3","","","","","","","N/A","",""
"203",="6548","長科*","櫃","06/02","93","-1","-1.06","1","3.84","38.42","357","12.4","5.7","","","有","有","","","半導體業","黃嘉能","洪全成"
"204","00756B","群益15年EM主權債","櫃","06/02","33.83","+0.09","+0.27","","","105.4","357","","3.6","","","","","","","N/A","",""
"205",="9933","中鼎","市","06/02","45.25","-0.5","-1.09","10","76.9","78.26","354","43.2","29","","","","有","","","其他業","楊宗興","陳裕仁"
"206",="3006","晶豪科","市","06/02","122.5","-2.5","-2","10","28.6","28.62","351","24","20.3","有","","有","","","","半導體業","陳興海","張明鑒"
"207",="2204","中華","市","06/02","62.4","-0.2","-0.32","10","55.4","55.36","345","53","31.2","","","有","","","","汽車工業","嚴陳莉蓮","陳昭文"
"208",="3576","聯合再生","市","06/02","21.15","-0.25","-1.17","10","163","162.8","344","16.8","13.4","","","","","有","","光電業","洪傳獻","潘文輝(執行長)"
"209","00740B","富邦全球投等債","櫃","06/02","39.98","+0.03","+0.08","","","86","344","","4","","","","","","","N/A","",""
"210",="2404","漢唐","市","06/02","180","-1.5","-0.83","10","19.1","19.06","343","39.7","24.3","有","","有","有","","","其他電子業","李惠文","新任者俟最近期董事會召開後再另行公告"
"211",="2101","南港","市","06/02","40.75","-0.05","-0.12","10","83.4","83.39","340","63.3","58.6","","","有","有","","","橡膠工業","郭林諒","林君穎"
"212",="1440","南紡","市","06/02","20.45","+0.05","+0.25","10","166","165.7","339","67.2","32.7","有","","有","","","","紡織纖維","育鵬投資股份有限公司代表人 侯博明","王立範"
"213",="3706","神達","市","06/02","28","-0.15","-0.53","10","121","120.7","338","8.7","8.7","有","","有","","","","電腦及週邊設備業","苗豐強","何繼武"
"214",="6182","合晶","櫃","06/02","61.6","0","0","10","54.1","54.09","333","24.9","20.1","有","","有","有","","","半導體業","焦平海","張憲元"
"215",="1904","正隆","市","06/02","30","0","0","10","111","110.8","332","63.3","50.7","有","","有","","","","造紙工業","鄭舒云","張清標"
"216",="6278","台表科","市","06/02","113.5","+1.5","+1.34","10","29.2","29.24","332","32.2","18.2","有","","有","","","","光電業","伍開雲","伍開雲"
"217","00792B","群益A級公司債","櫃","06/02","35.79","+0.17","+0.48","","","91.66","328","","3.2","","","","","","","N/A","",""
"218","00749B","凱基新興債10+","櫃","06/02","32.51","+0.21","+0.65","","","100.8","328","","3.7","","","","","","","N/A","",""
"219",="1795","美時","市","06/02","124.5","-1.5","-1.19","10","26.3","26.28","327","55.9","12.3","","","有","","有","","生技醫療業","Robert Wessman","Petar Vazharov"
"220","00720B","元大投資級公司債","櫃","06/02","36.4","+0.1","+0.28","","","89.01","324","","4.3","","","","","","","N/A","",""
"221",="6005","群益證","市","06/02","14.8","0","0","10","217","217.1","321","34","26.8","","","","","","","證券業","王濬智","賈中道"
"222",="2504","國產","市","06/02","27.05","0","0","10","118","118","319","67.5","44.2","","","有","","","","建材營造業","徐蘭英","徐蘭英"
"223",="2481","強茂","市","06/02","83.1","-0.9","-1.07","10","38.3","38.28","318","36","20.7","","","有","","","","半導體業","方敏清","方敏清"
"224",="1409","新纖","市","06/02","19.55","0","0","10","162","161.8","316","55.1","48.8","","","有","","","","紡織纖維","吳東昇","歐金達"
"225",="8016","矽創","市","06/02","262.5","-1.5","-0.57","10","12","12.01","315","29.9","18.4","","","有","","","","半導體業","毛穎文","王崴"
"226",="2634","漢翔","市","06/02","33.4","-0.5","-1.47","10","94.2","94.19","315","25.9","7.8","","","","有","","","航運業","胡開宏","馬萬鈞"
"227",="1503","士電","市","06/02","59.6","-1","-1.65","10","52.1","52.1","310","66.6","52.5","","","","","","","電機機械","許育瑞","謝漢章"
"228",="2451","創見","市","06/02","72.3","+0.1","+0.14","10","42.9","42.91","310","32.8","21.1","","","有","","","","半導體業","束崇萬","洪完勳"
"229",="6491","晶碩","市","06/02","443","+6.5","+1.49","10","7","7","310","12.8","2.7","","","有","","","","生技醫療業","郭明棟","楊德勝"
"230",="2849","安泰銀","市","06/02","15.75","-0.05","-0.32","10","196","195.8","308","30","22.7","","","","","有","","銀行業","丁予康","張振芳"
"231",="6269","台郡","市","06/02","96","+0.4","+0.42","10","32","32.03","308","24.5","18.7","有","","有","有","","","電子零組件業","鄭明智","鄭明智"
"232",="3682","亞太電","市","06/02","7.11","-0.01","-0.14","10","432","431.7","307","22.1","8.8","","","","","有","","通信網路業","陳鵬","陳鵬"
"233",="1304","台聚","市","06/02","25.65","-0.1","-0.39","10","119","118.9","305","57","50","","","有","","","","塑膠工業","吳亦圭","王克舜"
"234",="1723","中碳","市","06/02","128.5","-0.5","-0.39","10","23.7","23.69","304","33.3","23.5","","","有","","","","化學工業","杜清芳","方明達"
"235",="006208","富邦台50","市","06/02","73.7","-0.7","-0.94","","","41.3","304","","9.9","","","","","","","N/A","",""
"236",="3042","晶技","市","06/02","98","-0.1","-0.1","10","31","30.98","304","38.4","21.2","有","","有","","","","電子零組件業","林萬興","郭雅屏"
"237",="5434","崇越","市","06/02","167","0","0","10","18.2","18.17","303","32.3","22","","","有","","","","電子通路業","潘重良","曾海華及李正榮"
"238",="9802","鈺齊-KY","市","06/02","161.5","+0.5","+0.31","10","18.7","18.62","301","12.5","9.6","","","有","有","","","其他業","林文智","廖芳祝"
"239",="4123","晟德","櫃","06/02","59.5","-0.7","-1.16","10","50.5","50.5","301","62.6","18.7","有","","有","","有","","生技醫療業","林榮錦","許瑞寶"
"240",="6456","GIS-KY","市","06/02","88.5","+0.4","+0.45","10","33.8","33.79","299","11.4","7","","","有","","","","光電業","周賢穎","周賢穎"
"241",="00900","富邦特選高股息30","市","06/02","13.48","-0.06","-0.44","","","221.7","299","","0.5","","","","","","","N/A","",""
"242",="5904","寶雅","櫃","06/02","293.5","+2.5","+0.86","10","10.1","10.09","296","25.2","19.7","","","有","","","","貿易百貨業","陳建造","陳宗成"
"243",="3016","嘉晶","市","06/02","105","-0.5","-0.47","10","28.5","28.05","295","23.6","19.4","","","有","","","","半導體業","徐建華","孫慶宗"
"244",="00893","國泰智能電動車","市","06/02","13.35","-0.09","-0.67","","","220.1","294","","0.9","","","","","","","N/A","",""
"245",="2903","遠百","市","06/02","20.4","+0.1","+0.49","10","142","141.7","289","54.8","43.7","","","","","","","貿易百貨業","徐旭東","徐雪芳"
"246",="2106","建大","市","06/02","31.05","-0.2","-0.64","10","90.9","90.94","282","60.2","31.5","","","","","","","橡膠工業","楊啟仁","陳昭榮"
"247",="4915","致伸","市","06/02","61.3","-0.7","-1.13","10","45.5","45.52","279","16.2","9.7","","","有","","","","電子零組件業","梁立省","梁立省"
"248",="2855","統一證","市","06/02","19.1","-0.05","-0.26","10","146","145.6","278","33.5","23.3","","","","","","","證券業","林寬成","蔡森部"
"249",="6412","群電","市","06/02","70.2","-0.4","-0.57","10","39.5","39.54","278","13.4","8.6","","","","","","","電子零組件業","呂進宗","曾國華"
"250",="3228","金麗科","櫃","06/02","406.5","+10","+2.52","10","6.78","6.78","276","24.8","17.3","","","有","","有","","半導體業","易建男","易建男"
"251",="1808","潤隆","市","06/02","70.2","-0.2","-0.28","10","39.2","39.22","275","45.4","27.6","","","","有","","","建材營造業","蔡聰賓","邱秉澤"
"252",="3005","神基","市","06/02","45.5","-0.25","-0.55","10","59.8","60.01","273","32.7","20.3","","","","","","","電腦及週邊設備業","黃明漢","黃明漢"
"253",="1785","光洋科","櫃","06/02","45.95","-1.05","-2.23","10","59.4","59.36","273","43.8","17.3","","","","","有","","其他電子業","黃啟峰","黃啟峰"
"254",="6257","矽格","市","06/02","60.2","-0.1","-0.17","10","45.3","45.27","273","33.5","18.8","有","","有","有","","","半導體業","黃興陽","葉燦鍊"
"255",="4128","中天","櫃","06/02","58.2","+0.3","+0.52","10","46.6","46.63","271","22.1","16","","","有","","","","生技醫療業","郭憲壽","郭明良"
"256",="3596","智易","市","06/02","122.5","+1","+0.82","10","22","22.04","270","19.1","13.2","","","有","有","","","通信網路業","陳瑞聰","曾釗鵬"
"257",="6670","復盛應用","市","06/02","206","+1.5","+0.73","10","13.1","13.1","270","11.7","3.5","","","","","","","其他業","李亮箴","江慶生"
"258","2887E","台新戊特","市","06/02","53.4","0","0","","","50","267","","5.3","","","","","","","金控業","",""
"259",="2351","順德","市","06/02","144","-3.5","-2.37","10","18.2","18.21","262","54.6","26.1","","","有","","","","半導體業","陳朝雄","陳維德"
"260",="2548","華固","市","06/02","94.7","-0.5","-0.53","10","27.7","27.68","262","33.2","21.9","有","","","有","","","建材營造業","鍾榮昌","洪嘉昇"
"261",="9958","世紀鋼","市","06/02","112.5","-1.5","-1.32","10","23.2","23.24","261","34.7","14.2","","","有","有","","","鋼鐵工業","賴文祥","林明政"
"262",="2388","威盛","市","06/02","52.5","-0.5","-0.94","10","49.5","49.63","261","29.7","23.3","有","","有","","","","半導體業","陳文琦","陳文琦"
"263",="6196","帆宣","市","06/02","133.5","+1","+0.75","10","19.5","19.5","260","33.4","19.6","","","有","有","","","其他電子業","高新明","林育業"
"264",="3545","敦泰","市","06/02","119","-2","-1.65","10","21.6","21.64","258","16.4","14.9","","","有","有","","","半導體業","胡正大","胡正大"
"265",="9940","信義","市","06/02","34.95","-0.15","-0.43","10","73.7","73.68","258","35.4","22.6","","","","有","","","其他業","薛健平","劉元智"
"266",="6285","啟碁","市","06/02","64.6","+0.3","+0.47","10","39.6","39.66","256","25.5","18.7","有","","有","","","","通信網路業","謝宏波","高健榮"
"267","00849B","中信EM主權債0-5","櫃","06/02","34.47","+0.27","+0.79","","","74.31","256","","2.9","","","","","","","N/A","",""
"268",="2206","三陽工業","市","06/02","32.1","+0.9","+2.88","10","79.8","79.76","256","60.8","25.9","","","","","","","汽車工業","吳清源","吳清源"
"269",="4174","浩鼎","櫃","06/02","111","+0.5","+0.45","10","22.9","22.93","255","20.1","7.2","","","","","","","生技醫療業","張念慈","張念慈"
"270",="8070","長華*","市","06/02","37.15","-0.2","-0.54","1","6.89","68.2","253","33.1","18.6","","","有","","","","電子通路業","黃嘉能","黃俊勳"
"271",="2211","長榮鋼","市","06/02","60.2","+0.1","+0.17","10","42","42","253","49.3","1.1","","","有","","","","鋼鐵工業","林耿立","劉邦恩"
"272",="9907","統一實","市","06/02","16","-0.1","-0.62","10","158","157.9","253","53.1","31.3","","","有","","","","其他業","羅智先","徐金成；張祐信"
"273",="2103","台橡","市","06/02","30.55","+0.4","+1.33","10","82.6","82.57","252","48.5","39.7","","","有","","","","橡膠工業","殷琪","蔡偉強"
"274",="6589","台康生技","櫃","06/02","82.8","-0.3","-0.36","10","30.2","30.37","251","9.5","2.9","","","","有","有","","生技醫療業","李重和","劉理成"
"275",="2108","南帝","市","06/02","51","-1","-1.92","10","49.2","49.24","251","43.4","29.6","","","有","","","","橡膠工業","楊東源","許建祝"
"276",="00882","中信中國高股息","市","06/02","13.83","0","0","","","180.9","250","","1.3","","","","","","","N/A","",""
"277","00637L","元大滬深300正2","市","06/02","16.07","-0.03","-0.19","","","154.3","248","","7.1","","","有","","","","N/A","",""
"278",="3264","欣銓","櫃","06/02","50.4","+0.8","+1.61","10","49","49.02","247","22.7","17.4","有","","有","有","","","半導體業","盧志遠","張季明"
"279",="1232","大統益","市","06/02","154","-0.5","-0.32","10","16","16","246","40","26.3","","","","","","","食品工業","羅智先","陳昭良"
"280",="3703","欣陸","市","06/02","29.7","0","0","10","82.3","82.32","244","12.2","12.2","","","","","","","建材營造業","殷琪","張方欣"
"281",="3010","華立","市","06/02","103.5","0","0","10","23.6","23.6","244","53.7","21.7","","","有","有","","","電子通路業","張瑞欽","張尊賢"
"282",="1319","東陽","市","06/02","41.1","+1.15","+2.88","10","59.1","59.15","243","54.6","27.5","有","","","","","","汽車工業","吳永豐","吳永祥"
"283",="2897","王道銀行","市","06/02","8.79","-0.01","-0.11","10","303","273.4","240","22.9","5.1","","","有","有","","有","銀行業","駱怡君","李芳遠"
"284",="1513","中興電","市","06/02","50.2","-0.6","-1.18","10","47.6","47.61","239","66.1","28.2","","","有","有","","","電機機械","江義福","郭慧娟"
"285",="2338","光罩","市","06/02","92.2","-1","-1.07","10","25.6","25.57","236","33.6","27.1","有","","有","有","","","半導體業","陳正翔","陳立惇"
"286",="8341","日友","市","06/02","210.5","+2.5","+1.2","10","11.2","11.15","235","27.5","7.2","","","","","","","其他業","張芳正","張芳正"
"287",="1313","聯成","市","06/02","17.25","0","0","10","135","135","233","45.8","33.2","","","有","","","","塑膠工業","苗豐強","柯衣紹"
"288",="4770","上品","市","06/02","296","+7","+2.42","10","7.85","7.85","232","40.6","0.5","","","有","","","","化學工業","侯嘉生","侯嘉生"
"289",="6202","盛群","市","06/02","102","-0.5","-0.49","10","22.6","22.62","231","23.7","19.6","","","有","","","","半導體業","吳啟勇","高國棟"
"290",="1909","榮成","市","06/02","18.05","-0.35","-1.9","10","128","127.8","231","44.2","36.5","有","","有","","","","造紙工業","鄭瑛彬","鄭瑛彬"
"291",="4755","三福化","市","06/02","225.5","-1","-0.44","10","10.1","10.07","227","19.2","8.5","","","有","","","","化學工業","巫信弘","蔡介榮"
"292",="5425","台半","櫃","06/02","86.1","+2.3","+2.74","10","26.3","26.35","227","43.4","22.3","有","","有","","有","","半導體業","王秀亭","王秀亭"
"293",="2820","華票","市","06/02","16.85","-0.05","-0.3","10","134","134.3","226","43.5","27.6","","","","","","","銀行業","張政權","魏政祥"
"294",="8926","台汽電","市","06/02","38.4","+0.1","+0.26","10","58.9","58.9","226","30.1","22.1","","","","","","","油電燃氣業","黃順義","蔡進發"
"295",="5371","中光電","櫃","06/02","57.8","+0.6","+1.05","10","39.1","39.1","226","29.9","23.4","有","","有","","","","光電業","張威儀","林惠姿 陳士元 吳秀蕙"
"296",="6756","威鋒電子","市","06/02","329","-4","-1.2","10","6.85","6.85","225","13.9","1.4","","","有","","","","半導體業","陳文琦","林志峰"
"297",="2707","晶華","市","06/02","176.5","+3.5","+2.02","10","12.7","12.74","225","45.9","24.2","","","有","有","","","觀光事業","潘思亮","吳偉正"
"298",="2867","三商壽","市","06/02","7.25","+0.03","+0.42","10","310","310","225","29","9.5","","","有","有","","","保險業","陳翔玠","陳宏昇"
"299",="1312","國喬","市","06/02","24.75","+0.25","+1.02","10","92.7","90.66","224","48.7","33.5","有","","有","","","有","塑膠工業","楊品正","曾嘉雄"
"300",="6414","樺漢","市","06/02","210","+1.5","+0.72","10","10.6","10.6","223","22.9","8.2","有","","有","","有","","電腦及週邊設備業","朱復銓","蔡能吉"
